id,tweet_text,local_image_path,label
552807904597008385,This cartoon by Robert Mankoff from The New Yorker Sept 2012. #CharlieHebdo http://t.co/pyQfnV42Su,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552807904597008385.png,real
552808658510561280,"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552808658510561280.jpg,real
552808701065953280,"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552808701065953280.jpg,real
552809336360419329,Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552809336360419329.jpg,real
552810032765497345,"Anyone that believes tolerance is the solution to militant islam, remember this picture. #CharlieHebdo http://t.co/SGVZjaUqgV",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552810032765497345.jpg,real
552810124776308736,Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552810124776308736.jpg,real
552810287695659009,Here's what we know about the #CharlieHebdo attack so far http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552810287695659009.jpg,real
552810625873633280,"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552810625873633280.png,real
552810884029222912,"#NATO SG statement on terrorist attack in #Paris, #France http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552810884029222912.png,real
552811254667288576,#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552811254667288576.png,real
552811319079227393,#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552811319079227393.png,real
552811408094945280,"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552811408094945280.jpg,real
552811606640721921,"Make Fun of Hindu God's #PK = Creativity , Freedom of Expression Make Fun of A Prophet = 12 killed #CharlieHebdo http://t.co/1qQGFtuhO2",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552811606640721921.jpg,real
552811772038881280,"Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State: http://t.co/Jfqmha1GdV (epa) http://t.co/yeWyZxIdHH",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552811772038881280.jpg,real
552812040926941185,If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812040926941185.jpg,real
552812098057936896,Thousands tweeting #JeSuisCharlie in support of #CharlieHebdo. http://t.co/GfdXTw6jgl,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812098057936896.png,real
552812188315172864,The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812188315172864.jpg,real
552812416485294080,Pray for the victims. Deadly terrorist attack on French magazine Charlie Hebdo in Paris #FreePress http://t.co/HCEG92Zxtz,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812416485294080.jpg,real
552812811651272705,Single finger raised by #CharlieHebdo gunman looks like what ISIS fighters often do in battle. http://t.co/6GmumrBndC CC @EliotHiggins,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812811651272705.png,real
552812951208722432,Charlie Hebdo attack: what we know so far – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812951208722432.jpg,real
552812984343330816,We can never allow the barbaric savagery of islamic extremism to defeat our right to free speech. #CharlieHebdo http://t.co/YmQqlYNbnx,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552812984343330816.jpg,real
552814130827370498,"Let there be more, not less. #CharlieHebdo http://t.co/Ut4yuxi30O",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814130827370498.png,real
552814213081866240,"#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES http://t.co/3Jsosc7yl3 http://t.co/LzCuCBqQP8",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814213081866240.jpg,real
552814280471367680,How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814280471367680.png,real
552814382338826240,"When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate"" http://t.co/IizcmJJVOD",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814382338826240.jpg,real
552814766369284097,World’s Press Condemns Attack Against #CharlieHebdo #jesuischarlie http://t.co/Jyfjz7noMG http://t.co/2xeKhgGily,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814766369284097.png,real
552814770542628865,. Take a stand and RT: I am #CharlieHebdo I am #CharlieHebdo http://t.co/OpdN8c5VQo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814770542628865.jpg,real
552814974511628289,Map showing the location of the #CharlieHebdo offices and the direction the attackers fled http://t.co/N28zmSCwVV http://t.co/q9EYxtcjJy,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552814974511628289.png,real
552815017402589184,France is at its highest possible terror threat level after the #CharlieHebdo attack. http://t.co/1z7NtGWe5i http://t.co/kopINQNwfj,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552815017402589184.jpg,real
552815443959091200,"Charlie Hebdo, the magazine that dared to poke fun at religion http://t.co/L5wXIOOr2p http://t.co/SpDK2rMW4K",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552815443959091200.jpg,real
552815682241691648,Paris terror attack: What you need to know about Charlie Hebdo http://t.co/aEwtP48NRb http://t.co/qwCz9DpYW8,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552815682241691648.jpg,real
552816010752167936,A tragic day for the freedom of speech #jesuischarlie http://t.co/ZkIOXpHeSq,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552816010752167936.jpg,real
552816062593761280,"Fuck you, Islamist nutbags. #JeSuisCharlie http://t.co/yDrzeh0JiT",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552816062593761280.jpg,real
552816288612225024,#CharlieHebdo attack: terrified witness films masked gunmen shooting man on pavement http://t.co/4K2F98Q4JT http://t.co/LwggGQP0Ao,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552816288612225024.png,real
552816288935202817,#JeSuisCharlie trends as social media users express solidarity over Charlie Hebdo attack http://t.co/4obxI0pj01 http://t.co/eJxcBHyPkE,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552816288935202817.png,real
552816561514635264,Fight intimidation with controversy: #CharlieHebdo’s response to critics http://t.co/skrY35Fsm1 http://t.co/C5x9C9rCeG,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552816561514635264.png,real
552817151112142848,French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo http://t.co/ZINBZEnyAI http://t.co/DqZDx0gkHO,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552817151112142848.jpg,real
552817391181103104,In solidarity with all the journalists pursuing their profession and freedom of speech. #CharlieHebdo http://t.co/n7WSJsf0Si,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552817391181103104.jpg,real
552817490263572480,Absolutely heartbreaking what has happened! Twitter users show solidarity to #CharlyHebdo by using #JeSuisCharlie http://t.co/Z7Bo5hYB6G,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552817490263572480.png,real
552817675408523264,French media calling #CharlieHebdo attack the worst attack in France in decades http://t.co/K7ZHV9C27F http://t.co/jju1vgQiii,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552817675408523264.jpg,real
552818300041052160,Photos from the scene of the Paris shooting at #CharlieHebdo office: http://t.co/dqcYAoG2ku http://t.co/mN0eKhoOK2,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552818300041052160.jpg,real
552818870281850881,The Roots of Evil #CharlieHebdo http://t.co/xbteQ8kGK5,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552818870281850881.jpg,real
552818988468944897,#CharlieHebdo attack latest: Footage shows Paris gunmen on rampage as policeman is shot http://t.co/VkLHN9pxyf http://t.co/LxHM3TuhQy,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552818988468944897.png,real
552819155859431424,"It didn't take that long. The first Pakistani to say, #CharlieHebdo massacre has nothing to with Islam, has emerged. http://t.co/UBRm7FJPfl",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552819155859431424.jpg,real
552819208212717568,It is a horrifying thought that people in our world would prefer to kill rather than allow critcism #CharlieHebdo http://t.co/DpLEYjEj7y,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552819208212717568.jpg,real
552819350504493057,"Gunmen in #CharlieHebdo attack ""will (be) chased as long as necessary,"" French President says http://t.co/mnAeA7j7fY http://t.co/JxFvJhiazn",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552819350504493057.jpg,real
552819474320359425,"Liberty, equality and fraternity. Freedom of the press, the satire and humor. #JeSuisCharlie http://t.co/uE84TgQeFz",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552819474320359425.jpg,real
552819983915700224,"""Love is stronger than hate"": #CharlieHebdo cover after Molotov cocktail attack on its offices in 2011 http://t.co/0XTOpHNGjw",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552819983915700224.jpg,real
552820533507944448,Irony is that this week's cover of Charlie Hebdo is an attack against Islamophobe writer Houellebecq http://t.co/9NjY5B8QWo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552820533507944448.jpg,real
552820575752974336,Paris shoot-out: the shocking images of the terrorist attack against satyrical weekly http://t.co/vNwnPjT5wm http://t.co/aMS9RcLiIu,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552820575752974336.jpg,real
552820930419109888,Remember this? Those men died for our right to freedom of speech. Don't let that sacrifice be in vain. #CharlieHebdo http://t.co/vXzD9am4Zq,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552820930419109888.jpg,real
552821570423771136,"French cartoonist Charb among dead in #CharlieHebdo attack, his cartoons often attacked racism and islamophobia. http://t.co/Nmi5g98WO0",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552821570423771136.png,real
552821659103940608,Charlie Hebdo's Last Tweet Spoofed ISIS Leader Al-Baghdadi http://t.co/Nws6tV4t2t http://t.co/93mIsObDCf,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552821659103940608.png,real
552821862850637825,Here comes another Pakistani's take #CharlieHebdo. How does one country produce so many brilliant minds? http://t.co/hcB5kLz3Zd,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552821862850637825.jpg,real
552822076676255744,"Cartoon from The New Yorker, September 2012 #CharlieHebdo http://t.co/CeU2nZutSr",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552822076676255744.png,real
552822314157768704,Journalists and policemen are among the victims in the #CharlieHebdo attack. http://t.co/yxuh5NfwsX http://t.co/M1foykMiNZ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552822314157768704.jpg,real
552822450824962048,We are all Charlie Hebdo. Kill us all! #CharlieHebdo @Charlie_Hebdo_ http://t.co/7jFelOTDxw,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552822450824962048.jpg,real
552822566726164481,Satirizing and mocking religion is sacred. Stand with @Charlie_Hebdo_ #freeexpression #jesuischarlie #iamcharlie http://t.co/75KuXyRhGD,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552822566726164481.jpg,real
552822718115373057,"Michelle Stanistreet, general secretary of the National Union of Journalists (UK) on the #CharlieHebdo attack: http://t.co/L0uUdPmswx",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552822718115373057.png,real
552822812281692160,"If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie http://t.co/BscweTbElz",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552822812281692160.jpg,real
552823014866563072,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/kz74JBSaoG,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552823014866563072.jpg,real
552823029680852992,"""Love is stronger than hate"" http://t.co/MBLPj31t8i #CharlieHebdo http://t.co/3BeTrwpgCN",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552823029680852992.jpg,real
552823301899575296,"Oct 1 cover #CharlieHebdo criticizing ISIS: 'I am the prophet, idiot' beheader: 'STFU, infidel!' #freedomofexpression http://t.co/HAV5tktU7y",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552823301899575296.png,real
552823829333291010,"I would rather die standing up, than live life on my knees. #JeSuisCharlie #IamCharlie http://t.co/VekwGbshpq",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552823829333291010.jpg,real
552823933381394432,12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson http://t.co/sT93i3WTWi http://t.co/flEmCiRds2,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552823933381394432.jpg,real
552823940440403968,French Justice Minister C.Taubira reacts outside of the headquarters of the satirical newspaper #CharlieHebdo #AFP http://t.co/CwvowQMR12,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552823940440403968.jpg,real
552824163841638400,An eyewitness video shows a gunman shooting a police officer and driving away. http://t.co/LILudVXzlV #CharlieHebdo http://t.co/HBYEWZscqn,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552824163841638400.png,real
552824320389435392,4 cartoonists who died in the attack on #CharlieHebdo - AFP http://t.co/UmyMvBKAa8,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552824320389435392.jpg,real
552824383816073216,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/ZJwJgHHSOK,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552824383816073216.jpg,real
552824456557887488,"Retweet if you think satire should not be censored: ""Love stronger than hate"": #CharlieHebdo http://t.co/JVjYiQMQQk",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552824456557887488.jpg,real
552824462958395392,'Love is Stronger than Hate #CharlieHebdo cover. We will not surrender #freedomofexpression 2 #terror &amp; #intolerance. http://t.co/DAlIQF3OMp,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552824462958395392.jpg,real
552824705703763969,At least 12 dead in terrorist attack at satirical magazine in Paris. Our live blog: http://t.co/FjgQjRzNaM http://t.co/XilbJcDuc0,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552824705703763969.jpg,real
