id,event,label,tweet_text,image_link,has_image,json_path,tweet_text_clean,local_image_path,download_ok,download_status
552796506642591744,charliehebdo,real,Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices: http://t.co/eBpt190LD0,https://pbs.twimg.com/media/B6vtferCUAAJ5r-.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552796506642591744\source-tweet\552796506642591744.json,Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices:,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552796506642591744.jpg,1,ok
552796619104866304,charliehebdo,real,Here are some of the satirical pictures Charlie Hebdo have produced #freespeech #BanIslam http://t.co/m4OaNCf5e0,https://pbs.twimg.com/media/B6vtlK1IMAAyYRQ.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552796619104866304\source-tweet\552796619104866304.json,Here are some of the satirical pictures Charlie Hebdo have produced #freespeech #BanIslam,,0,http_404
552796625467621376,charliehebdo,real,#CharlieHebdo: Love is stronger than hate. http://t.co/23KHz2OsH3,https://pbs.twimg.com/media/B6vtl26CYAIY1Wj.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552796625467621376\source-tweet\552796625467621376.json,#CharlieHebdo: Love is stronger than hate.,,0,http_404
552796895513681920,charliehebdo,real,#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP http://t.co/ZK41w7J7yc,https://pbs.twimg.com/media/B6vtzEZCYAAg2_v.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552796895513681920\source-tweet\552796895513681920.json,#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552796895513681920.jpg,1,ok
552797058990870528,charliehebdo,real,Spread this cover in solidarity with the victims at Charlie Hebdo. Don't let the sword conquer the pen. http://t.co/XVkPPbkLhn,https://pbs.twimg.com/media/B6vt-7tCUAASIpI.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552797058990870528\source-tweet\552797058990870528.json,Spread this cover in solidarity with the victims at Charlie Hebdo. Don't let the sword conquer the pen.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552797058990870528.jpg,1,ok
552797170295144449,charliehebdo,real,Video of #terrorists attacking Charlie Hebdo HQ in Paris http://t.co/SdniwkJtT1 http://t.co/z6O8IhNjCk,https://pbs.twimg.com/media/B6vuCHrCEAEwGmP.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552797170295144449\source-tweet\552797170295144449.json,Video of #terrorists attacking Charlie Hebdo HQ in Paris,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552797170295144449.png,1,ok
552797729504886784,charliehebdo,real,"Six days after Charlie Hebdo’s offices were firebombed, their front cover was this. “Love is stronger than hate.” http://t.co/7YInU4Cc00",https://pbs.twimg.com/media/B6vumtkCIAAjZeK.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552797729504886784\source-tweet\552797729504886784.json,"Six days after Charlie Hebdo’s offices were firebombed, their front cover was this. “Love is stronger than hate.”",,0,http_404
552798832359374849,charliehebdo,real,Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer. http://t.co/YGscPqvtYM,https://pbs.twimg.com/media/B6vvm4rCcAA6vlV.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552798832359374849\source-tweet\552798832359374849.json,Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552798832359374849.jpg,1,ok
552799100715167744,charliehebdo,real,France raises national alert system to highest level after attack at Charlie Hebdo HQ http://t.co/TyRyAhzSPP http://t.co/cWYQCmwg0z,https://pbs.twimg.com/media/B6vv2lQIMAAydny.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552799100715167744\source-tweet\552799100715167744.json,France raises national alert system to highest level after attack at Charlie Hebdo HQ,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552799100715167744.jpg,1,ok
552799606833430528,charliehebdo,real,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/Mbn5SiWA7Z",https://pbs.twimg.com/media/B6vwT57CUAIhkaR.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552799606833430528\source-tweet\552799606833430528.json,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552799606833430528.jpg,1,ok
552799669521481728,charliehebdo,real,"""100 lashes if you don't die of laughter."" Eleven people killed over this. #Paris #CharlieHebdo http://t.co/87cB3mWVAQ",https://pbs.twimg.com/media/B6vwXr9IUAAobLX.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552799669521481728\source-tweet\552799669521481728.json,"""100 lashes if you don't die of laughter."" Eleven people killed over this. #Paris #CharlieHebdo",,0,http_404
552800070199148544,charliehebdo,real,How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this. http://t.co/sC2ot63F6j,https://pbs.twimg.com/media/B6vwvCVIQAASBJx.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552800070199148544\source-tweet\552800070199148544.json,How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552800070199148544.jpg,1,ok
552800222553079809,charliehebdo,real,There is never justification for violence because one is offended by a cartoon. Ever. #CharlieHebdo http://t.co/RhBpC5Iwh9,https://pbs.twimg.com/media/B6vw3KXCQAQkQSD.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552800222553079809\source-tweet\552800222553079809.json,There is never justification for violence because one is offended by a cartoon. Ever. #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552800222553079809.jpg,1,ok
552800929519792128,charliehebdo,real,At least 11 dead in Muslim terror attack on France. Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,https://pbs.twimg.com/media/B6vxgyDIMAIhapj.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552800929519792128\source-tweet\552800929519792128.json,At least 11 dead in Muslim terror attack on France. Show your support by posting Charlie Hebdo cartoons. #banislam,,0,http_403
552801115516186625,charliehebdo,real,#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d,https://pbs.twimg.com/media/B6vxq-qIMAMDMLL.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552801115516186625\source-tweet\552801115516186625.json,#France has a problem (and quite a serious one) #CharlieHebdo,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552801115516186625.jpg,1,ok
552801667855695873,charliehebdo,real,Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk,https://pbs.twimg.com/media/B6vyMB_IUAAmf-5.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552801667855695873\source-tweet\552801667855695873.json,Masked gunmen pictured near #CharlieHebdo offices,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552801667855695873.jpg,1,ok
552801979861598208,charliehebdo,real,The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers http://t.co/QeDw4tRoK9,https://pbs.twimg.com/media/B6vyeJtCEAAtFvo.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552801979861598208\source-tweet\552801979861598208.json,The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552801979861598208.jpg,1,ok
552802011733716992,charliehebdo,real,"The 2011 issue of Charlie Hebdo, whose cover featured Mohammed. http://t.co/eSflYdFBRH",https://pbs.twimg.com/media/B6vyf7rCIAA6Omw.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552802011733716992\source-tweet\552802011733716992.json,"The 2011 issue of Charlie Hebdo, whose cover featured Mohammed.",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552802011733716992.jpg,1,ok
552802098602319873,charliehebdo,real,Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9,https://pbs.twimg.com/media/B6vylD0CIAEdxMw.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552802098602319873\source-tweet\552802098602319873.json,Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552802098602319873.jpg,1,ok
552802099331735552,charliehebdo,real,Quran says: Whoever kills an innocent soul.. it is as if they had killed the entire humanity. #CharlieHebdo #Paris http://t.co/UinZ805MpA,https://pbs.twimg.com/media/B6vyk8FCAAA-qZH.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552802099331735552\source-tweet\552802099331735552.json,Quran says: Whoever kills an innocent soul.. it is as if they had killed the entire humanity. #CharlieHebdo #Paris,,0,http_403
552802515969138688,charliehebdo,real,Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris. http://t.co/ZRSbE9Fc1L http://t.co/tE7KwlhuSN,https://pbs.twimg.com/media/B6vy0SVCQAEbsR4.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552802515969138688\source-tweet\552802515969138688.json,Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552802515969138688.jpg,1,ok
552802531672588288,charliehebdo,real,"Parisian doctor: ""Let's all subscribe to #CharlieHebdo...It'll be in my waiting room until I retire."" via @bourmeau http://t.co/3IjTQCk3o7",https://pbs.twimg.com/media/B6vy-RPCcAEmF6C.png,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552802531672588288\source-tweet\552802531672588288.json,"Parisian doctor: ""Let's all subscribe to #CharlieHebdo...It'll be in my waiting room until I retire."" via @bourmeau",,0,http_404
552803431702749184,charliehebdo,real,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ",https://pbs.twimg.com/media/B6vzxxWCAAEvUIp.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552803431702749184\source-tweet\552803431702749184.json,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552803431702749184.jpg,1,ok
552803792618799106,charliehebdo,real,"In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet: http://t.co/ElhnzUNr0A http://t.co/jdHLcQBtfp",https://pbs.twimg.com/media/B6vz82wCYAAxufZ.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552803792618799106\source-tweet\552803792618799106.json,"In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet:",,0,http_404
552804175310901248,charliehebdo,real,Headline from #CharlieHebdo this week: ISIS executes Phorphet Mohamed; police chase terrorists http://t.co/4qqVIjLP8A http://t.co/1zJuiZVLf3,https://pbs.twimg.com/media/B6v0d5tCYAAW28_.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552804175310901248\source-tweet\552804175310901248.json,Headline from #CharlieHebdo this week: ISIS executes Phorphet Mohamed; police chase terrorists,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552804175310901248.jpg,1,ok
552804454773567488,charliehebdo,real,Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo http://t.co/V9ZUa4VRJy,https://pbs.twimg.com/media/B6vzq7QCAAADpth.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552804454773567488\source-tweet\552804454773567488.json,Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo,,0,http_404
552804784819154944,charliehebdo,real,I support #CharlieHebdo and a free press. Please RT these cartoons to show a united and dignified defiance. http://t.co/Mc2aOwSHYA,https://pbs.twimg.com/media/B6v1AmhCEAEoF4z.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552804784819154944\source-tweet\552804784819154944.json,I support #CharlieHebdo and a free press. Please RT these cartoons to show a united and dignified defiance.,D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552804784819154944.jpg,1,ok
552805050620604418,charliehebdo,real,What we know about the gunmen in the #CharlieHebdo attack: http://t.co/z4xLMmeDl5 (Pic: Gelbard/AFP/Getty) http://t.co/KKtg9fGeba,https://pbs.twimg.com/media/B6v0WIvCMAIZRUZ.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552805050620604418\source-tweet\552805050620604418.json,What we know about the gunmen in the #CharlieHebdo attack: (Pic: Gelbard/AFP/Getty),D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552805050620604418.jpg,1,ok
552805799106732032,charliehebdo,real,"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack http://t.co/cMsu4ASQjl http://t.co/zqkHLJK5b9",https://pbs.twimg.com/media/B6v18f6IMAEq75T.jpg,1,D:\ARGGGG\phemernrdataset\pheme-rnr-dataset\charliehebdo\non-rumours\552805799106732032\source-tweet\552805799106732032.json,"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack",D:\ARGGGG\Semester 6\DATA MINING\Pheme_CLIP\pheme_images\552805799106732032.jpg,1,ok
